feature,value,group,dataset,layer
random_node.sd,0.006064124044394165,landmarking,glue_rte,layer_9
random_node.skewness,-0.13012949472918656,landmarking,glue_rte,layer_9
random_node.sum,1.5156626506024096,landmarking,glue_rte,layer_9
random_node.var,3.677360042579945e-05,landmarking,glue_rte,layer_9
worst_node.count,3.0,landmarking,glue_rte,layer_9
worst_node.histogram.0,0.6666666666666666,landmarking,glue_rte,layer_9
worst_node.histogram.1,0.0,landmarking,glue_rte,layer_9
worst_node.histogram.2,0.0,landmarking,glue_rte,layer_9
worst_node.histogram.3,0.0,landmarking,glue_rte,layer_9
worst_node.histogram.4,0.0,landmarking,glue_rte,layer_9
worst_node.histogram.5,0.0,landmarking,glue_rte,layer_9
worst_node.histogram.6,0.0,landmarking,glue_rte,layer_9
worst_node.histogram.7,0.0,landmarking,glue_rte,layer_9
worst_node.histogram.8,0.0,landmarking,glue_rte,layer_9
worst_node.histogram.9,0.3333333333333333,landmarking,glue_rte,layer_9
worst_node.iq_range,0.001204819277108471,landmarking,glue_rte,layer_9
worst_node.kurtosis,-2.3333333333334147,landmarking,glue_rte,layer_9
worst_node.max,0.5156626506024097,landmarking,glue_rte,layer_9
worst_node.mean,0.5140562248995985,landmarking,glue_rte,layer_9
worst_node.median,0.5132530120481927,landmarking,glue_rte,layer_9
worst_node.min,0.5132530120481927,landmarking,glue_rte,layer_9
worst_node.nancount,3.0,landmarking,glue_rte,layer_9
worst_node.nanhistogram.0,0.6666666666666666,landmarking,glue_rte,layer_9
worst_node.nanhistogram.1,0.0,landmarking,glue_rte,layer_9
worst_node.nanhistogram.2,0.0,landmarking,glue_rte,layer_9
worst_node.nanhistogram.3,0.0,landmarking,glue_rte,layer_9
worst_node.nanhistogram.4,0.0,landmarking,glue_rte,layer_9
worst_node.nanhistogram.5,0.0,landmarking,glue_rte,layer_9
worst_node.nanhistogram.6,0.0,landmarking,glue_rte,layer_9
worst_node.nanhistogram.7,0.0,landmarking,glue_rte,layer_9
worst_node.nanhistogram.8,0.0,landmarking,glue_rte,layer_9
worst_node.nanhistogram.9,0.3333333333333333,landmarking,glue_rte,layer_9
worst_node.naniq_range,0.001204819277108471,landmarking,glue_rte,layer_9
worst_node.nankurtosis,-2.3333333333334147,landmarking,glue_rte,layer_9
worst_node.nanmax,0.5156626506024097,landmarking,glue_rte,layer_9
worst_node.nanmean,0.5140562248995985,landmarking,glue_rte,layer_9
worst_node.nanmedian,0.5132530120481927,landmarking,glue_rte,layer_9
worst_node.nanmin,0.5132530120481927,landmarking,glue_rte,layer_9
worst_node.nanpnorm,0.8903736732290479,landmarking,glue_rte,layer_9
worst_node.nanpowersum,0.7927652779793875,landmarking,glue_rte,layer_9
worst_node.nanquantiles.0,0.5132530120481927,landmarking,glue_rte,layer_9
worst_node.nanquantiles.1,0.5132530120481927,landmarking,glue_rte,layer_9
worst_node.nanquantiles.2,0.5132530120481927,landmarking,glue_rte,layer_9
worst_node.nanquantiles.3,0.5144578313253012,landmarking,glue_rte,layer_9
worst_node.nanquantiles.4,0.5156626506024097,landmarking,glue_rte,layer_9
worst_node.nanrange,0.002409638554216942,landmarking,glue_rte,layer_9
worst_node.nansd,0.001391205467926852,landmarking,glue_rte,layer_9
worst_node.nanskewness,0.3849001794596441,landmarking,glue_rte,layer_9
worst_node.nansum,1.5421686746987953,landmarking,glue_rte,layer_9
worst_node.nanvar,1.9354526539895713e-06,landmarking,glue_rte,layer_9
worst_node.pnorm,0.8903736732290479,landmarking,glue_rte,layer_9
worst_node.powersum,0.7927652779793875,landmarking,glue_rte,layer_9
worst_node.quantiles.0,0.5132530120481927,landmarking,glue_rte,layer_9
worst_node.quantiles.1,0.5132530120481927,landmarking,glue_rte,layer_9
worst_node.quantiles.2,0.5132530120481927,landmarking,glue_rte,layer_9
worst_node.quantiles.3,0.5144578313253012,landmarking,glue_rte,layer_9
worst_node.quantiles.4,0.5156626506024097,landmarking,glue_rte,layer_9
worst_node.range,0.002409638554216942,landmarking,glue_rte,layer_9
worst_node.sd,0.001391205467926852,landmarking,glue_rte,layer_9
worst_node.skewness,0.3849001794596441,landmarking,glue_rte,layer_9
worst_node.sum,1.5421686746987953,landmarking,glue_rte,layer_9
worst_node.var,1.9354526539895713e-06,landmarking,glue_rte,layer_9
attr_to_inst,0.30843373493975906,general,glue_rte,layer_9
cat_to_num,0.0,general,glue_rte,layer_9
freq_class.count,2.0,general,glue_rte,layer_9
freq_class.histogram.0,0.5,general,glue_rte,layer_9
freq_class.histogram.1,0.0,general,glue_rte,layer_9
freq_class.histogram.2,0.0,general,glue_rte,layer_9
freq_class.histogram.3,0.0,general,glue_rte,layer_9
freq_class.histogram.4,0.0,general,glue_rte,layer_9
freq_class.histogram.5,0.0,general,glue_rte,layer_9
freq_class.histogram.6,0.0,general,glue_rte,layer_9
freq_class.histogram.7,0.0,general,glue_rte,layer_9
freq_class.histogram.8,0.0,general,glue_rte,layer_9
freq_class.histogram.9,0.5,general,glue_rte,layer_9
freq_class.iq_range,0.0016064257028112205,general,glue_rte,layer_9
freq_class.kurtosis,-2.75,general,glue_rte,layer_9
freq_class.max,0.5016064257028112,general,glue_rte,layer_9
freq_class.mean,0.5,general,glue_rte,layer_9
freq_class.median,0.5,general,glue_rte,layer_9
freq_class.min,0.4983935742971888,general,glue_rte,layer_9
freq_class.nancount,2.0,general,glue_rte,layer_9
freq_class.nanhistogram.0,0.5,general,glue_rte,layer_9
freq_class.nanhistogram.1,0.0,general,glue_rte,layer_9
freq_class.nanhistogram.2,0.0,general,glue_rte,layer_9
freq_class.nanhistogram.3,0.0,general,glue_rte,layer_9
freq_class.nanhistogram.4,0.0,general,glue_rte,layer_9
freq_class.nanhistogram.5,0.0,general,glue_rte,layer_9
freq_class.nanhistogram.6,0.0,general,glue_rte,layer_9
freq_class.nanhistogram.7,0.0,general,glue_rte,layer_9
freq_class.nanhistogram.8,0.0,general,glue_rte,layer_9
freq_class.nanhistogram.9,0.5,general,glue_rte,layer_9
freq_class.naniq_range,0.0016064257028112205,general,glue_rte,layer_9
freq_class.nankurtosis,-2.75,general,glue_rte,layer_9
freq_class.nanmax,0.5016064257028112,general,glue_rte,layer_9
freq_class.nanmean,0.5,general,glue_rte,layer_9
freq_class.nanmedian,0.5,general,glue_rte,layer_9
freq_class.nanmin,0.4983935742971888,general,glue_rte,layer_9
freq_class.nanpnorm,0.707110430701653,general,glue_rte,layer_9
freq_class.nanpowersum,0.5000051612070773,general,glue_rte,layer_9
freq_class.nanquantiles.0,0.4983935742971888,general,glue_rte,layer_9
freq_class.nanquantiles.1,0.4991967871485944,general,glue_rte,layer_9
freq_class.nanquantiles.2,0.5,general,glue_rte,layer_9
freq_class.nanquantiles.3,0.5008032128514056,general,glue_rte,layer_9
freq_class.nanquantiles.4,0.5016064257028112,general,glue_rte,layer_9
freq_class.nanrange,0.003212851405622441,general,glue_rte,layer_9
freq_class.nansd,0.002271829015860359,general,glue_rte,layer_9
freq_class.nanskewness,0.0,general,glue_rte,layer_9
freq_class.nansum,1.0,general,glue_rte,layer_9
freq_class.nanvar,5.161207077305048e-06,general,glue_rte,layer_9
freq_class.pnorm,0.707110430701653,general,glue_rte,layer_9
freq_class.powersum,0.5000051612070773,general,glue_rte,layer_9
freq_class.quantiles.0,0.4983935742971888,general,glue_rte,layer_9
freq_class.quantiles.1,0.4991967871485944,general,glue_rte,layer_9
freq_class.quantiles.2,0.5,general,glue_rte,layer_9
freq_class.quantiles.3,0.5008032128514056,general,glue_rte,layer_9
freq_class.quantiles.4,0.5016064257028112,general,glue_rte,layer_9
freq_class.range,0.003212851405622441,general,glue_rte,layer_9
freq_class.sd,0.002271829015860359,general,glue_rte,layer_9
freq_class.skewness,0.0,general,glue_rte,layer_9
freq_class.sum,1.0,general,glue_rte,layer_9
freq_class.var,5.161207077305048e-06,general,glue_rte,layer_9
inst_to_attr,3.2421875,general,glue_rte,layer_9
nr_attr,768.0,general,glue_rte,layer_9
nr_bin,0.0,general,glue_rte,layer_9
nr_cat,0.0,general,glue_rte,layer_9
nr_class,2.0,general,glue_rte,layer_9
nr_inst,2490.0,general,glue_rte,layer_9
nr_num,768.0,general,glue_rte,layer_9
num_to_cat,,general,glue_rte,layer_9
can_cor.count,0.0,statistical,glue_rte,layer_9
can_cor.histogram.0,,statistical,glue_rte,layer_9
can_cor.histogram.1,,statistical,glue_rte,layer_9
can_cor.histogram.2,,statistical,glue_rte,layer_9
can_cor.histogram.3,,statistical,glue_rte,layer_9
can_cor.histogram.4,,statistical,glue_rte,layer_9
can_cor.histogram.5,,statistical,glue_rte,layer_9
can_cor.histogram.6,,statistical,glue_rte,layer_9
can_cor.histogram.7,,statistical,glue_rte,layer_9
can_cor.histogram.8,,statistical,glue_rte,layer_9
can_cor.histogram.9,,statistical,glue_rte,layer_9
can_cor.iq_range,,statistical,glue_rte,layer_9
can_cor.kurtosis,,statistical,glue_rte,layer_9
can_cor.max,,statistical,glue_rte,layer_9
can_cor.mean,,statistical,glue_rte,layer_9
can_cor.median,,statistical,glue_rte,layer_9
can_cor.min,,statistical,glue_rte,layer_9
can_cor.nancount,0.0,statistical,glue_rte,layer_9
can_cor.nanhistogram.0,,statistical,glue_rte,layer_9
can_cor.nanhistogram.1,,statistical,glue_rte,layer_9
can_cor.nanhistogram.2,,statistical,glue_rte,layer_9
can_cor.nanhistogram.3,,statistical,glue_rte,layer_9
can_cor.nanhistogram.4,,statistical,glue_rte,layer_9
can_cor.nanhistogram.5,,statistical,glue_rte,layer_9
can_cor.nanhistogram.6,,statistical,glue_rte,layer_9
can_cor.nanhistogram.7,,statistical,glue_rte,layer_9
can_cor.nanhistogram.8,,statistical,glue_rte,layer_9
can_cor.nanhistogram.9,,statistical,glue_rte,layer_9
can_cor.naniq_range,,statistical,glue_rte,layer_9
can_cor.nankurtosis,,statistical,glue_rte,layer_9
can_cor.nanmax,,statistical,glue_rte,layer_9
can_cor.nanmean,,statistical,glue_rte,layer_9
can_cor.nanmedian,,statistical,glue_rte,layer_9
can_cor.nanmin,,statistical,glue_rte,layer_9
can_cor.nanpnorm,,statistical,glue_rte,layer_9
can_cor.nanpowersum,,statistical,glue_rte,layer_9
can_cor.nanquantiles.0,,statistical,glue_rte,layer_9
can_cor.nanquantiles.1,,statistical,glue_rte,layer_9
can_cor.nanquantiles.2,,statistical,glue_rte,layer_9
can_cor.nanquantiles.3,,statistical,glue_rte,layer_9
can_cor.nanquantiles.4,,statistical,glue_rte,layer_9
can_cor.nanrange,,statistical,glue_rte,layer_9
can_cor.nansd,,statistical,glue_rte,layer_9
can_cor.nanskewness,,statistical,glue_rte,layer_9
can_cor.nansum,,statistical,glue_rte,layer_9
can_cor.nanvar,,statistical,glue_rte,layer_9
can_cor.pnorm,,statistical,glue_rte,layer_9
can_cor.powersum,,statistical,glue_rte,layer_9
can_cor.quantiles.0,,statistical,glue_rte,layer_9
can_cor.quantiles.1,,statistical,glue_rte,layer_9
can_cor.quantiles.2,,statistical,glue_rte,layer_9
can_cor.quantiles.3,,statistical,glue_rte,layer_9
can_cor.quantiles.4,,statistical,glue_rte,layer_9
can_cor.range,,statistical,glue_rte,layer_9
can_cor.sd,,statistical,glue_rte,layer_9
can_cor.skewness,,statistical,glue_rte,layer_9
can_cor.sum,,statistical,glue_rte,layer_9
can_cor.var,,statistical,glue_rte,layer_9
cor.count,294528.0,statistical,glue_rte,layer_9
cor.histogram.0,0.12075931660147762,statistical,glue_rte,layer_9
cor.histogram.1,0.12636489569752282,statistical,glue_rte,layer_9
cor.histogram.2,0.11332708604954368,statistical,glue_rte,layer_9
cor.histogram.3,0.11073650043459365,statistical,glue_rte,layer_9
cor.histogram.4,0.11327955236853542,statistical,glue_rte,layer_9
cor.histogram.5,0.11197237614080835,statistical,glue_rte,layer_9
cor.histogram.6,0.10383732616253803,statistical,glue_rte,layer_9
cor.histogram.7,0.09771566710126033,statistical,glue_rte,layer_9
cor.histogram.8,0.0804982887874837,statistical,glue_rte,layer_9
cor.histogram.9,0.021508990656236418,statistical,glue_rte,layer_9
cor.iq_range,0.4480447493714016,statistical,glue_rte,layer_9
cor.kurtosis,-1.1402375450495674,statistical,glue_rte,layer_9
cor.max,0.998963693201872,statistical,glue_rte,layer_9
cor.mean,0.43291339334839446,statistical,glue_rte,layer_9
cor.median,0.4248190593265384,statistical,glue_rte,layer_9
cor.min,7.63159637353116e-06,statistical,glue_rte,layer_9
cor.nancount,294528.0,statistical,glue_rte,layer_9
cor.nanhistogram.0,0.12075931660147762,statistical,glue_rte,layer_9
cor.nanhistogram.1,0.12636489569752282,statistical,glue_rte,layer_9
cor.nanhistogram.2,0.11332708604954368,statistical,glue_rte,layer_9
cor.nanhistogram.3,0.11073650043459365,statistical,glue_rte,layer_9
cor.nanhistogram.4,0.11327955236853542,statistical,glue_rte,layer_9
cor.nanhistogram.5,0.11197237614080835,statistical,glue_rte,layer_9
cor.nanhistogram.6,0.10383732616253803,statistical,glue_rte,layer_9
cor.nanhistogram.7,0.09771566710126033,statistical,glue_rte,layer_9
cor.nanhistogram.8,0.0804982887874837,statistical,glue_rte,layer_9
cor.nanhistogram.9,0.021508990656236418,statistical,glue_rte,layer_9
cor.naniq_range,0.4480447493714016,statistical,glue_rte,layer_9
cor.nankurtosis,-1.1402375450495674,statistical,glue_rte,layer_9
cor.nanmax,0.998963693201872,statistical,glue_rte,layer_9
cor.nanmean,0.43291339334839446,statistical,glue_rte,layer_9
cor.nanmedian,0.4248190593265384,statistical,glue_rte,layer_9
cor.nanmin,7.63159637353116e-06,statistical,glue_rte,layer_9
cor.nanpnorm,274.4218056607914,statistical,glue_rte,layer_9
cor.nanpowersum,75307.32742212916,statistical,glue_rte,layer_9
cor.nanquantiles.0,7.63159637353116e-06,statistical,glue_rte,layer_9
cor.nanquantiles.1,0.20217319284712298,statistical,glue_rte,layer_9
cor.nanquantiles.2,0.4248190593265384,statistical,glue_rte,layer_9
cor.nanquantiles.3,0.6502179422185246,statistical,glue_rte,layer_9
cor.nanquantiles.4,0.998963693201872,statistical,glue_rte,layer_9
cor.nanrange,0.9989560616054984,statistical,glue_rte,layer_9
cor.nansd,0.26129370975913174,statistical,glue_rte,layer_9
cor.nanskewness,0.11799250096757742,statistical,glue_rte,layer_9
cor.nansum,127505.11591611593,statistical,glue_rte,layer_9
cor.nanvar,0.06827440275968936,statistical,glue_rte,layer_9
cor.pnorm,274.4218056607914,statistical,glue_rte,layer_9
cor.powersum,75307.32742212916,statistical,glue_rte,layer_9
cor.quantiles.0,7.63159637353116e-06,statistical,glue_rte,layer_9
cor.quantiles.1,0.20217319284712298,statistical,glue_rte,layer_9
cor.quantiles.2,0.4248190593265384,statistical,glue_rte,layer_9
cor.quantiles.3,0.6502179422185246,statistical,glue_rte,layer_9
cor.quantiles.4,0.998963693201872,statistical,glue_rte,layer_9
cor.range,0.9989560616054984,statistical,glue_rte,layer_9
cor.sd,0.26129370975913174,statistical,glue_rte,layer_9
cor.skewness,0.11799250096757742,statistical,glue_rte,layer_9
cor.sum,127505.11591611593,statistical,glue_rte,layer_9
cor.var,0.06827440275968936,statistical,glue_rte,layer_9
cov.count,294528.0,statistical,glue_rte,layer_9
cov.histogram.0,0.12075931660147762,statistical,glue_rte,layer_9
cov.histogram.1,0.12636489569752282,statistical,glue_rte,layer_9
cov.histogram.2,0.11332708604954368,statistical,glue_rte,layer_9
cov.histogram.3,0.11073650043459365,statistical,glue_rte,layer_9
cov.histogram.4,0.11327955236853542,statistical,glue_rte,layer_9
cov.histogram.5,0.11197237614080835,statistical,glue_rte,layer_9
cov.histogram.6,0.10383732616253803,statistical,glue_rte,layer_9
cov.histogram.7,0.09771566710126033,statistical,glue_rte,layer_9
cov.histogram.8,0.0804982887874837,statistical,glue_rte,layer_9
cov.histogram.9,0.021508990656236418,statistical,glue_rte,layer_9
cov.iq_range,0.44822475871615464,statistical,glue_rte,layer_9
cov.kurtosis,-1.1402375477559996,statistical,glue_rte,layer_9
cov.max,0.9993650294514999,statistical,glue_rte,layer_9
cov.mean,0.4330873241749075,statistical,glue_rte,layer_9
cov.median,0.4249897362363984,statistical,glue_rte,layer_9
cov.min,7.634662453135506e-06,statistical,glue_rte,layer_9
cov.nancount,294528.0,statistical,glue_rte,layer_9
cov.nanhistogram.0,0.12075931660147762,statistical,glue_rte,layer_9
cov.nanhistogram.1,0.12636489569752282,statistical,glue_rte,layer_9
cov.nanhistogram.2,0.11332708604954368,statistical,glue_rte,layer_9
cov.nanhistogram.3,0.11073650043459365,statistical,glue_rte,layer_9
cov.nanhistogram.4,0.11327955236853542,statistical,glue_rte,layer_9
cov.nanhistogram.5,0.11197237614080835,statistical,glue_rte,layer_9
cov.nanhistogram.6,0.10383732616253803,statistical,glue_rte,layer_9
cov.nanhistogram.7,0.09771566710126033,statistical,glue_rte,layer_9
cov.nanhistogram.8,0.0804982887874837,statistical,glue_rte,layer_9
cov.nanhistogram.9,0.021508990656236418,statistical,glue_rte,layer_9
cov.naniq_range,0.44822475871615464,statistical,glue_rte,layer_9
cov.nankurtosis,-1.1402375477559996,statistical,glue_rte,layer_9
cov.nanmax,0.9993650294514999,statistical,glue_rte,layer_9
cov.nanmean,0.4330873241749075,statistical,glue_rte,layer_9
cov.nanmedian,0.4249897362363984,statistical,glue_rte,layer_9
cov.nanmin,7.634662453135506e-06,statistical,glue_rte,layer_9
cov.nanpnorm,274.5320595811453,statistical,glue_rte,layer_9
cov.nanpowersum,75367.85173786551,statistical,glue_rte,layer_9
cov.nanquantiles.0,7.634662453135506e-06,statistical,glue_rte,layer_9
cov.nanquantiles.1,0.20225442076763991,statistical,glue_rte,layer_9
cov.nanquantiles.2,0.4249897362363984,statistical,glue_rte,layer_9
cov.nanquantiles.3,0.6504791794837945,statistical,glue_rte,layer_9
cov.nanquantiles.4,0.9993650294514999,statistical,glue_rte,layer_9
cov.nanrange,0.9993573947890467,statistical,glue_rte,layer_9
cov.nansd,0.2613986891531149,statistical,glue_rte,layer_9
cov.nanskewness,0.1179924995842161,statistical,glue_rte,layer_9
cov.nansum,127556.34341458714,statistical,glue_rte,layer_9
cov.nanvar,0.06832927469096681,statistical,glue_rte,layer_9
cov.pnorm,274.5320595811453,statistical,glue_rte,layer_9
cov.powersum,75367.85173786551,statistical,glue_rte,layer_9
cov.quantiles.0,7.634662453135506e-06,statistical,glue_rte,layer_9
cov.quantiles.1,0.20225442076763991,statistical,glue_rte,layer_9
cov.quantiles.2,0.4249897362363984,statistical,glue_rte,layer_9
cov.quantiles.3,0.6504791794837945,statistical,glue_rte,layer_9
cov.quantiles.4,0.9993650294514999,statistical,glue_rte,layer_9
cov.range,0.9993573947890467,statistical,glue_rte,layer_9
cov.sd,0.2613986891531149,statistical,glue_rte,layer_9
cov.skewness,0.1179924995842161,statistical,glue_rte,layer_9
cov.sum,127556.34341458714,statistical,glue_rte,layer_9
cov.var,0.06832927469096681,statistical,glue_rte,layer_9
eigenvalues.count,768.0,statistical,glue_rte,layer_9
eigenvalues.histogram.0,0.9973958333333334,statistical,glue_rte,layer_9
eigenvalues.histogram.1,0.0013020833333333333,statistical,glue_rte,layer_9
eigenvalues.histogram.2,0.0,statistical,glue_rte,layer_9
eigenvalues.histogram.3,0.0,statistical,glue_rte,layer_9
eigenvalues.histogram.4,0.0,statistical,glue_rte,layer_9
eigenvalues.histogram.5,0.0,statistical,glue_rte,layer_9
eigenvalues.histogram.6,0.0,statistical,glue_rte,layer_9
eigenvalues.histogram.7,0.0,statistical,glue_rte,layer_9
eigenvalues.histogram.8,0.0,statistical,glue_rte,layer_9
eigenvalues.histogram.9,0.0013020833333333333,statistical,glue_rte,layer_9
eigenvalues.iq_range,0.2777868676179169,statistical,glue_rte,layer_9
eigenvalues.kurtosis,729.8164075353699,statistical,glue_rte,layer_9
eigenvalues.max,384.9610242865251,statistical,glue_rte,layer_9
eigenvalues.mean,1.0004017683864015,statistical,glue_rte,layer_9
eigenvalues.median,0.04331197962597807,statistical,glue_rte,layer_9
eigenvalues.min,2.8401665310502817e-12,statistical,glue_rte,layer_9
eigenvalues.nancount,768.0,statistical,glue_rte,layer_9
eigenvalues.nanhistogram.0,0.9973958333333334,statistical,glue_rte,layer_9
eigenvalues.nanhistogram.1,0.0013020833333333333,statistical,glue_rte,layer_9
eigenvalues.nanhistogram.2,0.0,statistical,glue_rte,layer_9
eigenvalues.nanhistogram.3,0.0,statistical,glue_rte,layer_9
eigenvalues.nanhistogram.4,0.0,statistical,glue_rte,layer_9
eigenvalues.nanhistogram.5,0.0,statistical,glue_rte,layer_9
eigenvalues.nanhistogram.6,0.0,statistical,glue_rte,layer_9
eigenvalues.nanhistogram.7,0.0,statistical,glue_rte,layer_9
eigenvalues.nanhistogram.8,0.0,statistical,glue_rte,layer_9
eigenvalues.nanhistogram.9,0.0013020833333333333,statistical,glue_rte,layer_9
eigenvalues.naniq_range,0.2777868676179169,statistical,glue_rte,layer_9
eigenvalues.nankurtosis,729.8164075353699,statistical,glue_rte,layer_9
eigenvalues.nanmax,384.9610242865251,statistical,glue_rte,layer_9
eigenvalues.nanmean,1.0004017683864015,statistical,glue_rte,layer_9
eigenvalues.nanmedian,0.04331197962597807,statistical,glue_rte,layer_9
eigenvalues.nanmin,2.8401665310502817e-12,statistical,glue_rte,layer_9
eigenvalues.nanpnorm,389.23555941863975,statistical,glue_rte,layer_9
eigenvalues.nanpowersum,151504.32071594146,statistical,glue_rte,layer_9
eigenvalues.nanquantiles.0,2.8401665310502817e-12,statistical,glue_rte,layer_9
eigenvalues.nanquantiles.1,0.005942343122295211,statistical,glue_rte,layer_9
eigenvalues.nanquantiles.2,0.04331197962597807,statistical,glue_rte,layer_9
eigenvalues.nanquantiles.3,0.28372921074021207,statistical,glue_rte,layer_9
eigenvalues.nanquantiles.4,384.9610242865251,statistical,glue_rte,layer_9
eigenvalues.nanrange,384.9610242865223,statistical,glue_rte,layer_9
eigenvalues.nansd,14.018785286431948,statistical,glue_rte,layer_9
eigenvalues.nanskewness,26.78876063769368,statistical,glue_rte,layer_9
eigenvalues.nansum,768.3085581207563,statistical,glue_rte,layer_9
eigenvalues.nanvar,196.52634090708085,statistical,glue_rte,layer_9
eigenvalues.pnorm,389.23555941863975,statistical,glue_rte,layer_9
eigenvalues.powersum,151504.32071594146,statistical,glue_rte,layer_9
eigenvalues.quantiles.0,2.8401665310502817e-12,statistical,glue_rte,layer_9
eigenvalues.quantiles.1,0.005942343122295211,statistical,glue_rte,layer_9
eigenvalues.quantiles.2,0.04331197962597807,statistical,glue_rte,layer_9
eigenvalues.quantiles.3,0.28372921074021207,statistical,glue_rte,layer_9
eigenvalues.quantiles.4,384.9610242865251,statistical,glue_rte,layer_9
eigenvalues.range,384.9610242865223,statistical,glue_rte,layer_9
eigenvalues.sd,14.018785286431948,statistical,glue_rte,layer_9
eigenvalues.skewness,26.78876063769368,statistical,glue_rte,layer_9
eigenvalues.sum,768.3085581207563,statistical,glue_rte,layer_9
eigenvalues.var,196.52634090708085,statistical,glue_rte,layer_9
g_mean.count,768.0,statistical,glue_rte,layer_9
g_mean.histogram.0,,statistical,glue_rte,layer_9
g_mean.histogram.1,,statistical,glue_rte,layer_9
g_mean.histogram.2,,statistical,glue_rte,layer_9
g_mean.histogram.3,,statistical,glue_rte,layer_9
g_mean.histogram.4,,statistical,glue_rte,layer_9
g_mean.histogram.5,,statistical,glue_rte,layer_9
g_mean.histogram.6,,statistical,glue_rte,layer_9
g_mean.histogram.7,,statistical,glue_rte,layer_9
g_mean.histogram.8,,statistical,glue_rte,layer_9
g_mean.histogram.9,,statistical,glue_rte,layer_9
g_mean.iq_range,,statistical,glue_rte,layer_9
g_mean.kurtosis,,statistical,glue_rte,layer_9
g_mean.max,,statistical,glue_rte,layer_9
g_mean.mean,,statistical,glue_rte,layer_9
g_mean.median,,statistical,glue_rte,layer_9
g_mean.min,,statistical,glue_rte,layer_9
g_mean.nancount,0.0,statistical,glue_rte,layer_9
g_mean.nanhistogram.0,,statistical,glue_rte,layer_9
g_mean.nanhistogram.1,,statistical,glue_rte,layer_9
g_mean.nanhistogram.2,,statistical,glue_rte,layer_9
g_mean.nanhistogram.3,,statistical,glue_rte,layer_9
g_mean.nanhistogram.4,,statistical,glue_rte,layer_9
g_mean.nanhistogram.5,,statistical,glue_rte,layer_9
g_mean.nanhistogram.6,,statistical,glue_rte,layer_9
g_mean.nanhistogram.7,,statistical,glue_rte,layer_9
g_mean.nanhistogram.8,,statistical,glue_rte,layer_9
g_mean.nanhistogram.9,,statistical,glue_rte,layer_9
g_mean.naniq_range,,statistical,glue_rte,layer_9
g_mean.nankurtosis,,statistical,glue_rte,layer_9
g_mean.nanmax,,statistical,glue_rte,layer_9
g_mean.nanmean,,statistical,glue_rte,layer_9
g_mean.nanmedian,,statistical,glue_rte,layer_9
g_mean.nanmin,,statistical,glue_rte,layer_9
g_mean.nanpnorm,,statistical,glue_rte,layer_9
g_mean.nanpowersum,,statistical,glue_rte,layer_9
g_mean.nanquantiles.0,,statistical,glue_rte,layer_9
g_mean.nanquantiles.1,,statistical,glue_rte,layer_9
g_mean.nanquantiles.2,,statistical,glue_rte,layer_9
g_mean.nanquantiles.3,,statistical,glue_rte,layer_9
g_mean.nanquantiles.4,,statistical,glue_rte,layer_9
g_mean.nanrange,,statistical,glue_rte,layer_9
g_mean.nansd,,statistical,glue_rte,layer_9
g_mean.nanskewness,,statistical,glue_rte,layer_9
g_mean.nansum,,statistical,glue_rte,layer_9
g_mean.nanvar,,statistical,glue_rte,layer_9
g_mean.pnorm,,statistical,glue_rte,layer_9
g_mean.powersum,,statistical,glue_rte,layer_9
g_mean.quantiles.0,,statistical,glue_rte,layer_9
g_mean.quantiles.1,,statistical,glue_rte,layer_9
g_mean.quantiles.2,,statistical,glue_rte,layer_9
g_mean.quantiles.3,,statistical,glue_rte,layer_9
g_mean.quantiles.4,,statistical,glue_rte,layer_9
g_mean.range,,statistical,glue_rte,layer_9
g_mean.sd,,statistical,glue_rte,layer_9
g_mean.skewness,,statistical,glue_rte,layer_9
g_mean.sum,,statistical,glue_rte,layer_9
g_mean.var,,statistical,glue_rte,layer_9
gravity,1.4286740374853486,statistical,glue_rte,layer_9
h_mean.count,768.0,statistical,glue_rte,layer_9
h_mean.histogram.0,,statistical,glue_rte,layer_9
h_mean.histogram.1,,statistical,glue_rte,layer_9
h_mean.histogram.2,,statistical,glue_rte,layer_9
h_mean.histogram.3,,statistical,glue_rte,layer_9
h_mean.histogram.4,,statistical,glue_rte,layer_9
h_mean.histogram.5,,statistical,glue_rte,layer_9
h_mean.histogram.6,,statistical,glue_rte,layer_9
h_mean.histogram.7,,statistical,glue_rte,layer_9
h_mean.histogram.8,,statistical,glue_rte,layer_9
h_mean.histogram.9,,statistical,glue_rte,layer_9
h_mean.iq_range,,statistical,glue_rte,layer_9
h_mean.kurtosis,,statistical,glue_rte,layer_9
h_mean.max,,statistical,glue_rte,layer_9
h_mean.mean,,statistical,glue_rte,layer_9
h_mean.median,,statistical,glue_rte,layer_9
h_mean.min,,statistical,glue_rte,layer_9
h_mean.nancount,0.0,statistical,glue_rte,layer_9
h_mean.nanhistogram.0,,statistical,glue_rte,layer_9
h_mean.nanhistogram.1,,statistical,glue_rte,layer_9
h_mean.nanhistogram.2,,statistical,glue_rte,layer_9
h_mean.nanhistogram.3,,statistical,glue_rte,layer_9
h_mean.nanhistogram.4,,statistical,glue_rte,layer_9
h_mean.nanhistogram.5,,statistical,glue_rte,layer_9
h_mean.nanhistogram.6,,statistical,glue_rte,layer_9
h_mean.nanhistogram.7,,statistical,glue_rte,layer_9
h_mean.nanhistogram.8,,statistical,glue_rte,layer_9
h_mean.nanhistogram.9,,statistical,glue_rte,layer_9
